"","dmso_cd11b","dmso_gfp","hu_cd11b","hu_gfp","aph_cd11b","aph_gfp","e2_cd11b","e2_gfp","ha_cd11b","ha_gfp","ha_mean_cd11b","ha_mean_gfp","dmso_viab","is_hit"
"Cebpa",-0.98969,-0.81445,-0.65941,-2.2463,-0.92319,-0.92698,-3.6439,-4.4831,-0.79356,-1.698,-0.7913,-1.58664,-0.54682,"Not hit"
"Stfa1",-0.55955,-0.0097277,0.012046,-0.12894,0.097335,-0.20564,-0.11143,0.040748,0.081488,-0.16503,0.0546905,-0.16729,0.015577,"Not hit"
"Adck4",-0.24638,-0.11471,-0.66885,-0.41681,-0.90233,-0.33314,-1.5374,-0.95538,-0.89989,-0.37867,-0.78559,-0.374975,-0.11828,"Not hit"
"Plekhh3",-0.3528,0.16257,0.11828,0.16766,0.075364,0.30152,0.12317,-0.083498,0.11981,0.27176,0.096822,0.23459,0.13275,"Not hit"
"Dars2",-0.46102,-0.56626,-2.6886,-1.5771,-2.6425,-1.0008,-2.4354,-2.3782,-2.6899,-1.5018,-2.66555,-1.28895,-1.1531,"Not hit"
"Zfyve1",-0.6085,0.19327,-0.15987,0.051828,-0.11418,0.26849,0.21854,0.28758,-0.15745,0.19227,-0.137025,0.160159,0.034735,"Not hit"
"Gm21946",-0.40494,-0.042771,0.13049,-0.022171,-0.070819,-0.31676,0.053708,-0.00063116,0.010097,-0.18453,0.0298355,-0.1694655,0.0099218,"Not hit"
"Uhrf1bp1",-0.45332,0.026353,-0.11453,0.079719,-0.2368,-0.20544,-0.18179,0.086065,-0.16628,-0.059464,-0.175665,-0.0628605,-0.0047132,"Not hit"
"Adat2",-0.63203,-0.13514,-1.1945,-0.75873,-1.4586,-0.60597,-1.9051,-1.8346,-1.2987,-0.72127,-1.32655,-0.68235,-0.50629,"Not hit"
"4930567H17Rik",-0.28358,-0.2169,-0.059382,-0.40941,-0.21162,-0.60397,-0.062908,-0.47147,-0.10192,-0.60431,-0.135501,-0.50669,0.068678,"Not hit"
"Cdk15",-0.3575,-0.34992,-0.22839,0.1277,-0.15164,-0.15795,-0.44494,0.043176,-0.22803,-0.00073828,-0.190015,-0.015125,0.065357,"Not hit"
"Nars2",-0.45074,-0.29066,-1.7191,-1.0044,-1.9458,-0.57179,-2.0634,-2.4503,-1.8585,-0.79546,-1.83245,-0.788095,-0.54796,"Not hit"
"Fbxo8",-0.31803,0.0061989,-0.1079,-0.15369,0.00093165,0.11044,0.50559,0.013861,-0.10647,-0.053864,-0.053484175,-0.021625,0.032838,"Not hit"
"Car4",-0.34849,-0.21482,0.079293,-0.33672,0.066091,0.20623,-0.13861,-0.084275,0.065656,-0.083016,0.072692,-0.065245,0.189,"Not hit"
"Tmem169",-0.59046,0.19963,0.32776,0.0052531,0.03225,0.2162,0.010294,-0.052649,0.19993,0.15865,0.180005,0.11072655,-0.1026,"Not hit"
"Gm97",-0.3268,-0.11463,0.051878,0.078581,-0.019777,-0.26463,-0.033795,-0.11625,0.02937,-0.039529,0.0160505,-0.0930245,0.30072,"Not hit"
"Cbfb",-0.29253,-0.60426,-0.85686,-0.96117,-0.4298,-0.77855,-2.4324,-2.0196,-0.48205,-0.88275,-0.64333,-0.86986,-0.011664,"Not hit"
"Stx11",-0.32232,0.14059,0.13332,0.1063,0.23895,0.38258,-0.2004,0.27306,0.19764,0.25852,0.186135,0.24444,0.21552,"Not hit"
"Zfp275",-0.04757,-0.044208,-0.13671,0.16573,0.0014657,-0.070428,0.14288,-0.089255,-0.083842,0.025025,-0.06762215,0.047651,-0.047182,"Not hit"
"Ighv6-5",0.0026127,-0.03716,0.084306,0.0098443,-0.2329,0.077688,0.20198,1.8287e-05,-0.20399,0.062638,-0.074297,0.04376615,0.088118,"Not hit"
"Cfd",-0.40999,-0.08989,0.045229,0.086503,-0.18947,-0.023124,0.16483,0.15548,-0.015124,0.015214,-0.0721205,0.0316895,-0.0015341,"Not hit"
"Ipo5",-0.33565,0.077117,-0.34569,-0.10443,-0.3425,-0.15702,-0.45734,-0.51057,-0.34272,-0.15743,-0.344095,-0.130725,-0.4098,"Not hit"
"Ndufa3",-0.68182,-0.27202,-0.75127,-1.0201,-1.4169,-0.46697,-1.3144,-1.5937,-1.2456,-0.93378,-1.084085,-0.743535,-0.85718,"Not hit"
"Ccdc87",-0.4134,0.0078871,-0.74515,-0.45236,-0.61786,-0.38451,-0.8081,-0.76771,-0.68382,-0.45308,-0.681505,-0.418435,0.055324,"Not hit"
"Cyb561d1",-0.44791,0.052582,0.25795,-0.16985,-0.0018064,-0.36291,-0.20386,-0.34945,0.13384,-0.25453,0.1280718,-0.26638,-0.11387,"Not hit"
"Casp4",-0.34664,0.15123,-0.17652,0.34824,-0.24141,0.2372,-0.032885,0.46264,-0.18836,0.25942,-0.208965,0.29272,0.083819,"Not hit"
"Polr3e",-0.3982,0.18921,-0.28361,-0.60989,-0.92211,-0.41296,-1.2777,-1.2205,-0.63982,-0.49397,-0.60286,-0.511425,-0.54547,"Not hit"
"Ndufs8",-0.47017,-0.092036,-0.89002,-0.80454,-0.77585,-0.35819,-1.4758,-1.7024,-0.77542,-0.58098,-0.832935,-0.581365,-0.34358,"Not hit"
"Zyx",-0.33699,-0.081526,0.35847,-0.28743,0.098713,-0.017367,-0.02337,-0.085696,0.20142,-0.10667,0.2285915,-0.1523985,-0.10315,"Not hit"
"Ears2",-0.47261,-0.07266,-1.0591,-0.60069,-1.2396,-0.55609,-2.2908,-1.7504,-1.0943,-0.60102,-1.14935,-0.57839,-0.18418,"Not hit"
"Strada",-0.029602,0.20468,0.13379,0.29771,0.18527,0.043211,0.40978,0.33253,0.14788,0.13999,0.15953,0.1704605,0.054106,"Not hit"
"Upf1",-0.40471,0.072516,-1.5099,-0.63075,-1.0501,-0.22193,-0.82959,-0.75727,-1.4308,-0.4703,-1.28,-0.42634,-0.44145,"Not hit"
"2310033P09Rik",-0.35946,-0.61289,0.048955,-0.74402,0.099771,-0.39173,-0.11035,-0.17969,0.094796,-0.52331,0.074363,-0.567875,-0.087475,"Not hit"
"Nt5c",0.0061336,0.09136,-0.34713,-0.068768,-0.078259,-0.14581,-0.17485,0.21751,-0.26755,-0.068955,-0.2126945,-0.107289,0.13407,"Not hit"
"Ubn2",-0.39346,-0.31233,-0.46613,-0.35398,-0.3097,-0.074474,-0.49575,-0.26875,-0.3942,-0.13276,-0.387915,-0.214227,0.016203,"Not hit"
"Chchd6",-0.38469,0.13557,0.40362,0.13076,0.39032,0.016819,-0.12839,0.38133,0.40524,0.087667,0.39697,0.0737895,-0.025605,"Not hit"
"Kansl1",0.066692,-0.13992,-0.24866,-0.063275,-0.27633,0.10922,-0.26543,-0.28494,-0.26676,0.015058,-0.262495,0.0229725,0.17196,"Not hit"
"Prl4a1",-0.32482,0.22356,0.035656,0.081363,-0.17061,0.010701,-0.070336,0.12017,0.022288,0.063267,-0.067477,0.046032,0.016621,"Not hit"
"Gpd2",-0.47472,-0.13734,-0.35115,-0.22299,-0.2863,0.092414,-0.0061471,0.14768,-0.34091,-0.065423,-0.318725,-0.065288,0.47136,"Not hit"
"Ccdc93",-1.0485,-1.177,-1.1687,0.35641,-2.3705,-0.47152,-1.4314,-1.6703,-1.6552,-0.41769,-1.7696,-0.057555,-1.7198,"Not hit"
"Sel1l",-0.37955,-0.78573,-2.4147,-2.9463,-2.6987,-1.5065,-4.3967,-4.3351,-2.5328,-2.3433,-2.5567,-2.2264,-0.50764,"Not hit"
"Zfp189",-0.1969,-0.16119,-0.04272,-0.044424,0.25097,-0.24347,0.25824,0.02312,0.011507,-0.096245,0.104125,-0.143947,-0.09553,"Not hit"
"Timmdc1",-0.59058,-0.38395,-0.83055,-0.74392,-1.1819,-0.60654,-2.0073,-1.8229,-1.1135,-0.74007,-1.006225,-0.67523,-0.37418,"Not hit"
"Sema4c",-0.33091,0.082657,-0.18468,0.32004,0.065179,0.23872,-0.20396,-0.25464,-0.011571,0.26242,-0.0597505,0.27938,0.23581,"Not hit"
"Gp9",-0.063862,0.10147,-0.15244,0.023088,-0.049248,-0.00083157,-0.023893,-0.11434,-0.057894,0.022435,-0.100844,0.011128215,0.2237,"GFP hit only"
"A630076J17Rik",-0.34027,-0.14483,-0.047331,0.28658,0.023696,0.012272,0.4306,0.58444,-0.01801,0.08968,-0.0118175,0.149426,-0.012783,"Not hit"
"Olfr525",-0.30202,0.058197,-0.12753,-0.19536,-0.18972,-0.05892,0.073393,-0.17013,-0.16917,-0.072107,-0.158625,-0.12714,-0.013806,"Not hit"
"Pla2g10",-0.47754,0.18924,-0.56983,-0.078515,0.009539,-0.39445,-0.35908,-0.26404,-0.33318,-0.13763,-0.2801455,-0.2364825,0.19737,"Not hit"
"Upk1b",-0.26899,0.052207,-0.055236,-0.16193,-0.097064,0.14277,-0.018107,-0.28264,-0.077959,-0.030362,-0.07615,-0.00957999999999999,0.16795,"Not hit"
"Golm1",-0.35044,0.291,0.084827,-0.34282,0.55998,0.15975,0.27514,-0.065297,0.33672,-0.10907,0.3224035,-0.091535,-0.075593,"Not hit"
"Taar8a",-0.35532,-0.13939,-0.0081299,0.011143,-0.30682,-0.20221,-0.0049327,0.25771,-0.18736,-0.083715,-0.15747495,-0.0955335,-0.11476,"Not hit"
"Zscan30",-0.065781,0.25069,-0.0030507,-0.15119,0.12396,-0.059234,-0.1314,-0.092925,0.04274,-0.11581,0.06045465,-0.105212,0.093039,"Not hit"
"Eme1",-0.41441,-0.37026,-0.28591,-0.40408,0.039388,0.060827,-0.93556,-0.8617,-0.27007,-0.099146,-0.123261,-0.1716265,-0.057979,"Not hit"
"Snx24",-0.25263,-0.47757,-0.76477,-0.1344,-0.29286,-0.18038,-0.71167,-0.23816,-0.62267,-0.16853,-0.528815,-0.15739,0.10375,"Not hit"
"Akap17b",-0.40368,0.083554,0.18023,0.015877,0.19311,0.073737,0.22269,0.086459,0.18177,0.073446,0.18667,0.044807,-0.049323,"Not hit"
"Gatad1",-0.0059508,-0.12227,0.056153,0.15431,-0.19425,-0.17762,-0.12821,0.030895,-0.1139,0.022837,-0.0690485,-0.011655,-0.19318,"Not hit"
"S100a6",-0.37022,-0.097881,-0.18432,-0.10812,0.10265,-0.017005,-0.17596,-0.021066,-0.085874,-0.017279,-0.040835,-0.0625625,0.069532,"Not hit"
"Ces5a",-0.35386,0.073965,-0.1384,0.031145,0.14152,0.34962,0.28226,0.077429,0.12825,0.22286,0.00156000000000001,0.1903825,0.054281,"Not hit"
"Ncln",-0.56298,-0.22244,-0.94594,-0.65674,-0.29743,-0.25867,-0.52817,-0.60289,-0.57751,-0.52327,-0.621685,-0.457705,-0.034195,"Not hit"
"Ddost",-0.45269,-0.19847,-0.45361,-0.72387,-0.19423,-0.37402,-1.538,-1.3382,-0.31821,-0.42753,-0.32392,-0.548945,-0.66725,"Not hit"
"Mrpl11",-0.95487,-0.081755,-1.217,-0.74204,-2.064,-0.84715,-1.6366,-1.8394,-1.3614,-0.74291,-1.6405,-0.794595,-0.10037,"Not hit"
"Gtf2h1",-0.85171,-0.062793,-1.1544,-0.46541,-1.3851,-0.081136,-1.5479,-2.1653,-1.3612,-0.33503,-1.26975,-0.273273,-1.0548,"Not hit"
"Mrps11",-0.73066,-0.8335,-1.7876,-1.3721,-1.855,-0.87706,-2.3699,-2.2914,-1.7874,-1.0651,-1.8213,-1.12458,-0.28885,"Not hit"
"Setd3",0.086048,-0.26071,-0.024575,-0.085349,-0.1754,-0.026644,-0.1425,-0.14748,-0.067706,-0.057914,-0.0999875,-0.0559965,-0.037391,"Not hit"
"Eif2b1",-0.78323,-0.39784,-2.7093,-1.4277,-3.0287,-0.70052,-3.1692,-3.4639,-3.025,-1.0383,-2.869,-1.06411,-0.19872,"Not hit"
"Mterfd1",-1.1743,0.54879,-1.1462,-1.6805,-0.95075,-0.14796,-2.2597,-1.7077,-1.0517,-0.65819,-1.048475,-0.91423,-0.81976,"Not hit"
"Moap1",-0.16089,-0.039927,-0.10044,-0.15545,-0.55323,-0.081295,-0.39254,-0.14962,-0.21207,-0.11597,-0.326835,-0.1183725,-0.10126,"Not hit"
"Ppp1r15b",-0.39026,-0.14578,-1.2875,-0.77318,-1.337,-0.13172,-1.3271,-1.9749,-1.3179,-0.63614,-1.31225,-0.45245,-0.14432,"Not hit"
"Mrpl49",-0.70251,-0.50759,-1.4422,-0.9427,-1.9555,-1.0192,-1.9068,-2.0988,-1.6111,-0.98501,-1.69885,-0.98095,-0.3717,"Not hit"
"Gm884",-0.25884,-0.0066624,0.075133,0.27644,0.13771,0.12189,-0.2884,-0.047866,0.097966,0.16317,0.1064215,0.199165,-0.59272,"Not hit"
"Pcgf1",-0.55847,-0.98165,-0.84669,-1.4135,-1.2703,-0.6908,-2.7288,-2.7713,-0.96733,-0.86944,-1.058495,-1.05215,-0.1735,"Not hit"
"Harbi1",-0.29961,-0.062578,-0.35317,-0.046505,-0.0023112,0.23896,-0.20962,-0.088058,-0.1277,0.0011836,-0.1777406,0.0962275,-0.10755,"Not hit"
"Atg9a",-0.26186,-0.19417,-0.96762,-0.62829,-0.87,-0.33303,-1.1979,-1.3702,-0.91939,-0.39633,-0.91881,-0.48066,-0.27765,"Not hit"
"Rnf31",-0.055335,-0.036863,-0.15661,-0.16093,-0.048669,0.002639,-0.19691,-0.48795,-0.10447,-0.055308,-0.1026395,-0.0791455,0.20988,"Not hit"
"Ctnnd2",-0.48287,0.071488,0.083575,0.1145,-0.26854,-0.034483,0.13531,-0.19028,-0.062396,0.07471,-0.0924825,0.0400085,-0.25901,"Not hit"
"Stat3",-0.62953,-1.3449,-1.2099,-1.9801,-1.3605,-0.80581,-3.2718,-2.6707,-1.277,-1.7379,-1.2852,-1.392955,-0.48057,"Not hit"
"Fam109b",-0.13355,-0.078337,-0.13773,-0.046845,-0.21159,0.4046,-0.51616,-0.40205,-0.13631,0.10399,-0.17466,0.1788775,0.031371,"Not hit"
"Haus2",-0.64185,0.39643,0.0035278,-0.21076,-0.1589,-0.20527,-0.89684,-0.62287,-0.063837,-0.21097,-0.0776861,-0.208015,-0.31242,"Not hit"
"Ebf3",-0.12681,0.16646,0.021188,0.16967,0.11521,-0.0017498,-0.10736,-0.19467,0.040336,0.13482,0.068199,0.0839601,0.033586,"Not hit"
"Olfr290",-0.35186,-0.1079,0.031368,-0.079308,-0.13949,0.041141,-0.10704,-0.32514,-0.10159,-0.013118,-0.054061,-0.0190835,0.21228,"Not hit"
"Ccdc126",-0.11211,0.086303,-0.028007,-0.11836,-0.35868,-0.003122,-0.23063,0.052696,-0.29452,-0.027503,-0.1933435,-0.060741,0.24802,"Not hit"
"Cdhr4",-0.25086,0.054949,0.074762,-0.0636,-0.03923,-0.048963,0.15921,-0.038847,0.036254,-0.064728,0.017766,-0.0562815,-0.00022912,"Not hit"
"Srp9",-0.45872,-0.39369,-1.7612,-1.1158,-1.9235,-0.74326,-2.6056,-1.7938,-1.7612,-0.93041,-1.84235,-0.92953,-1.5158,"Not hit"
"Olfr1461",-0.098144,-0.31463,-0.16935,-0.12641,-0.30185,-0.07775,0.0029262,0.0037725,-0.25744,-0.10213,-0.2356,-0.10208,-0.069873,"Not hit"
"Lmo2",0.048399,-0.098287,-0.14799,0.10812,-0.075425,-0.086771,-0.47703,-0.41437,-0.13242,-0.027833,-0.1117075,0.0106745,0.16098,"Not hit"
"Cables1",-0.36495,-0.034859,0.17984,0.09683,-0.38971,0.062698,-0.17728,-0.0059414,0.0058191,0.096659,-0.104935,0.079764,-0.24947,"Not hit"
"Tsta3",-0.32858,0.043591,-0.75938,-1.1631,-1.207,-0.58319,-2.2526,-1.434,-0.75813,-0.75345,-0.98319,-0.873145,-0.034745,"Not hit"
"Vmn1r83",-0.32643,0.14699,-0.28758,-0.024038,-0.04749,-0.34384,0.14658,0.32607,-0.1252,-0.23385,-0.167535,-0.183939,-0.091628,"Not hit"
"Uri1",-0.96867,-0.36709,-0.92498,-0.38686,-1.2975,-0.6634,-1.6213,-1.1432,-1.1849,-0.59144,-1.11124,-0.52513,-0.85994,"Not hit"
"Vps37c",-0.28357,0.17363,0.28475,0.039123,0.05431,-0.071406,0.07495,0.23169,0.14808,-0.0098367,0.16953,-0.0161415,0.053155,"Not hit"
"Slc25a45",0.052629,0.29743,0.182,-0.03774,0.049488,0.044986,0.15577,0.10859,0.056057,0.0043143,0.115744,0.003623,-0.19874,"Not hit"
"Fgf9",0.10154,-0.060083,-0.032961,0.32868,0.41415,-0.069614,-0.22821,0.069876,0.10977,0.05381,0.1905945,0.129533,-0.38315,"Not hit"
"Kcnh6",-0.12345,-0.050908,0.062266,0.13431,-0.022408,-0.25861,0.19631,-0.2251,0.0047959,-0.1541,0.019929,-0.06215,-0.036514,"Not hit"
"Arl1",-0.31775,-0.011353,0.0087066,-0.014529,-0.42503,-0.21934,0.23081,0.24747,-0.13698,-0.091937,-0.2081617,-0.1169345,-0.22859,"Not hit"
"Actl6a",-0.48825,0.0082854,-1.2041,-0.8333,-1.0839,-0.85684,-1.9215,-1.6725,-1.0838,-0.83456,-1.144,-0.84507,-0.2824,"Not hit"
"Lamtor4",-0.59183,-0.56119,-1.2104,-1.0186,-1.0399,-0.81811,-2.1691,-1.0763,-1.2103,-0.92304,-1.12515,-0.918355,-0.17331,"Not hit"
"Zdbf2",-0.63337,-0.10506,-0.077381,0.047719,-0.15721,0.082693,-0.30467,-0.11711,-0.13776,0.047069,-0.1172955,0.065206,-0.43494,"Not hit"
"Cfdp1",-0.64961,-0.33735,-0.51257,-0.27653,-0.69532,-0.1839,-1.1947,-0.48047,-0.65508,-0.23553,-0.603945,-0.230215,-0.49422,"Not hit"
"Ulbp1",-0.64377,0.12836,0.13634,-0.32768,-0.11424,-0.23364,-0.10436,-0.34576,0.059304,-0.26957,0.01105,-0.28066,0.0080681,"Not hit"
"Olfr681",-0.13628,-0.13288,0.15462,0.099199,0.089467,-0.35137,-0.10171,0.033421,0.14591,-0.0048504,0.1220435,-0.1260855,0.072382,"Not hit"
"9530077C05Rik",-0.29501,-0.25633,-0.048578,0.31184,-0.20649,-0.26907,0.22639,-0.35194,-0.20737,0.12586,-0.127534,0.021385,0.19634,"Not hit"
"Pcdhb1",-0.073028,0.042787,-0.10262,0.056668,-0.070851,-0.082756,0.29632,-0.12274,-0.077229,-0.039835,-0.0867355,-0.013044,0.12153,"Not hit"
"Ubxn4",-0.42972,-0.0026556,-0.40149,-0.30795,0.076273,-0.43893,-0.54295,-0.53568,-0.19754,-0.37078,-0.1626085,-0.37344,-0.14857,"Not hit"
"C130026I21Rik",-0.31429,0.17104,0.10992,0.010214,-0.072315,-0.11155,0.22496,0.21967,0.039142,-0.023381,0.0188025,-0.050668,-0.26989,"Not hit"
"Zdhhc24",0.15791,-0.15064,-0.16445,-0.038265,-0.069306,-0.093726,0.028631,-0.02482,-0.084263,-0.070407,-0.116878,-0.0659955,-0.39689,"Not hit"
"Tuba1c",-0.34544,-0.11187,-0.21041,-0.0090725,-0.017109,-0.26727,0.053807,-0.13928,-0.10303,-0.10557,-0.1137595,-0.13817125,0.043367,"Not hit"
"Ufl1",-0.40986,-0.31599,-3.2101,-0.64547,-4.0829,-0.75099,-3.0106,-0.33304,-3.8877,-0.70151,-3.6465,-0.69823,-0.12177,"Not hit"
"Prr15",-0.48189,-0.12736,0.050562,0.21448,0.10981,-0.15557,-0.24907,0.13419,0.050984,-0.0061459,0.080186,0.029455,-0.25916,"Not hit"
"Slc30a6",-0.28403,-0.16011,-0.19479,-0.092823,-0.23015,0.1394,-0.5253,-0.077426,-0.23049,0.047712,-0.21247,0.0232885,0.1092,"Not hit"
"Ppfia3",-0.1916,0.20035,0.073951,-0.065558,0.26484,-0.23623,0.026175,0.06335,0.13741,-0.081428,0.1693955,-0.150894,-0.18816,"Not hit"
"Brinp3",-0.011969,-0.00014641,0.14341,-0.18241,0.10437,-0.015438,0.0047145,-0.0070665,0.13265,-0.13138,0.12389,-0.098924,0.10555,"Not hit"
"Ggnbp2",-0.50163,-0.025182,-0.19353,0.14553,-0.33229,-0.14146,-0.36512,0.0082616,-0.19215,-0.071756,-0.26291,0.002035,-0.071551,"Not hit"
"Nyap1",-0.35427,0.1085,0.053858,0.026556,0.11506,-0.073483,-0.11069,-0.21387,0.11463,0.010686,0.084459,-0.0234635,-0.015857,"Not hit"
"Alg5",-0.49351,-0.59655,-2.2573,-1.3794,-1.9583,-0.72872,-3.6604,-3.3939,-2.2188,-1.0829,-2.1078,-1.05406,0.17646,"Not hit"
"Fam73b",-0.44613,-0.098608,-1.2002,-0.78557,-0.8344,-0.27263,-1.0761,-0.80518,-0.99128,-0.3701,-1.0173,-0.5291,-0.28919,"Not hit"
"Vmn2r61",-0.38694,-0.12343,-0.050966,0.25278,0.33718,0.13606,0.63673,-0.26123,0.18098,0.24559,0.143107,0.19442,0.18496,"Not hit"
"Slc33a1",-1.1269,-0.59464,-4.0285,-2.7394,-4.2242,-2.2232,-5.0813,-3.6266,-4.0367,-2.3141,-4.12635,-2.4813,-1.0246,"Not hit"
"Ctu1",-1.0735,-0.37082,-2.6532,-1.9121,-2.3482,-1.2564,-4.2181,-3.8529,-2.3927,-1.637,-2.5007,-1.58425,-1.4158,"Not hit"
"Atp5f1",-0.69022,0.17705,-1.154,-0.40173,-0.78963,-0.04342,-1.304,-0.89656,-1.0867,-0.26175,-0.971815,-0.222575,-0.5135,"Not hit"
"Tanc1",-0.011614,-0.14124,0.11675,-0.083954,-0.16576,-0.10346,-0.21969,0.018066,-0.018531,-0.087371,-0.024505,-0.093707,-0.41601,"Not hit"
"Lce3b",-0.39958,-0.12231,0.095519,0.30356,-0.019328,-0.040077,-0.20149,0.16734,0.097027,0.010169,0.0380955,0.1317415,0.13214,"Not hit"
"Slc4a2",-0.244,0.36069,-0.12286,0.029617,-0.16088,0.24405,-0.228,0.039957,-0.12141,0.10326,-0.14187,0.1368335,0.0022648,"Not hit"
"Fam50a",-0.7457,-0.34756,0.12691,-0.95396,-0.20734,-0.63429,-0.38595,-0.6739,-0.15241,-0.77875,-0.040215,-0.794125,-0.95661,"Not hit"
"Ovca2",-0.14088,-0.43074,-0.70257,-0.25319,-0.52656,-0.31377,-0.60967,-0.30141,-0.61943,-0.25386,-0.614565,-0.28348,-0.047193,"Not hit"
"Sarnp",-0.32997,-0.15479,-0.94818,-0.74673,-0.74299,-0.228,-1.0213,-0.76415,-0.80717,-0.6227,-0.845585,-0.487365,0.063311,"Not hit"
"Naa25",-0.32756,-0.1509,0.0028412,-0.63941,-0.026146,-0.56608,0.16393,0.036424,-0.025907,-0.59442,-0.0116524,-0.602745,-0.12217,"Not hit"
"Fbxo2",-0.36212,0.032787,0.1873,-0.055496,0.038973,-0.055231,-0.14026,-0.070394,0.1224,-0.055682,0.1131365,-0.0553635,-0.042471,"Not hit"
"Adam30",-0.27243,-0.051268,-0.060799,-0.13537,0.01346,-0.054731,-0.060619,0.78453,-0.022892,-0.10681,-0.0236695,-0.0950505,0.078219,"Not hit"
"Irf9",0.13994,0.15214,0.10939,0.041484,-0.043051,0.016832,0.39352,0.21066,0.022586,0.019592,0.0331695,0.029158,0.044578,"Not hit"
"Cstf3",-0.44905,-0.082564,-0.87644,-0.44664,-1.1486,-0.54541,-1.9,-0.39905,-1.0189,-0.48346,-1.01252,-0.496025,0.045266,"Not hit"
"Cox4i2",-0.31887,0.16257,0.1219,0.036334,0.10992,0.035857,0.044543,-0.18109,0.12344,0.035683,0.11591,0.0360955,0.025164,"Not hit"
"Fbxo21",-0.44332,-0.14541,-0.1616,0.006438,-0.30942,0.15871,-0.4677,-0.08262,-0.2784,0.036001,-0.23551,0.082574,-0.1282,"Not hit"
"Ighmbp2",-0.34615,-0.021774,-0.78792,-0.36031,-0.92632,-0.18559,-1.3881,-1.6449,-0.86768,-0.19128,-0.85712,-0.27295,-0.15555,"Not hit"
"Cabin1",-0.16915,-0.44462,-0.60648,0.2021,-0.9821,-0.070749,0.0010957,1.0801,-0.7858,0.15721,-0.79429,0.0656755,-0.035731,"Not hit"
"Fam102a",-0.48352,0.37146,-0.086522,0.081687,0.019901,0.011829,0.051604,-0.1733,-0.045744,0.011388,-0.0333105,0.046758,-0.10731,"Not hit"
"Rtn4ip1",-0.38276,-0.50953,-1.5275,-1.25,-2.5424,-0.50732,-2.7628,-3.1456,-2.1517,-0.80374,-2.03495,-0.87866,-0.55777,"Not hit"
"Atxn7l3",-0.48077,-0.14178,-0.19707,-0.063069,0.026263,-0.11365,-0.21481,-0.36612,-0.067657,-0.064198,-0.0854035,-0.0883595,-0.17294,"Not hit"
"Csnk1d",-0.42672,-0.28462,-0.43951,-0.27276,0.1464,-0.36016,-0.29869,0.069859,-0.21146,-0.32021,-0.146555,-0.31646,0.044618,"Not hit"
"Ppp2r5e",-0.31054,-0.052004,0.016274,0.04499,-0.099443,-0.20189,0.064096,0.081451,-0.032218,-0.026667,-0.0415845,-0.07845,-0.079886,"Not hit"
"Otub2",-0.34752,-0.15858,-0.22428,-0.19997,-0.10749,0.16761,-0.12186,0.29311,-0.12457,0.024125,-0.165885,-0.01618,0.025391,"Not hit"
"Canx",-0.29895,-0.032752,-0.36129,-0.23174,0.088921,-0.034223,-1.0087,-0.36845,-0.23698,-0.18433,-0.1361845,-0.1329815,-0.14603,"Not hit"
"Nlk",-0.39265,-0.30825,-0.025396,-0.64652,-0.10384,-0.79008,-0.47098,-0.51567,-0.08195,-0.69956,-0.064618,-0.7183,-0.097087,"Not hit"
"2810006K23Rik",-0.65441,0.13639,0.099886,-0.20242,-0.16583,-0.17518,0.084091,-0.3888,-0.0047647,-0.19527,-0.032972,-0.1888,-0.3353,"Not hit"
"Trim54",-0.38914,0.021125,0.061405,0.0034559,-0.093194,0.0038468,0.3872,0.10341,-0.091544,0.0028045,-0.0158945,0.00365135,0.13042,"Not hit"
"Rtn4r",-0.46412,-0.095812,-0.16429,-0.27043,0.045849,-0.038161,-0.13,-0.33274,-0.055926,-0.21831,-0.0592205,-0.1542955,-0.10222,"Not hit"
"Spop",-0.2485,-0.30435,-0.088155,-0.65455,-0.20889,-0.26919,-0.8384,-0.49334,-0.19653,-0.46664,-0.1485225,-0.46187,0.078614,"Not hit"
"BC007180",-0.15859,-0.094434,0.087668,-0.032851,0.021396,-0.095123,-0.090629,-0.04884,0.0594,-0.070679,0.054532,-0.063987,0.099028,"Not hit"
"Papd7",-0.38485,-0.17664,0.092449,0.097117,0.18302,0.12227,0.053473,0.27492,0.13565,0.11312,0.1377345,0.1096935,-0.20418,"Not hit"
"Trabd2b",-0.42123,-0.080966,0.090909,0.020611,-0.1708,-0.021819,-0.32538,-0.068674,-0.04134,0.019491,-0.0399455,-0.000604,-0.33654,"Not hit"
"Slc24a4",-0.34656,-0.034825,-0.4251,0.022219,-0.21326,-0.17355,-0.32029,-0.33419,-0.23804,-0.097191,-0.31918,-0.0756655,-0.20203,"Not hit"
"Mrps12",-0.59602,-0.38543,-2.4095,-1.42,-2.6376,-0.85924,-2.7509,-3.0684,-2.5446,-1.2136,-2.52355,-1.13962,-1.1476,"Not hit"
"Mrpl52",-0.62349,-0.56883,-1.7464,-1.0192,-1.669,-0.64849,-2.3231,-3.238,-1.7444,-0.83938,-1.7077,-0.833845,-0.67773,"Not hit"
"Nutf2",-0.095835,-0.16129,-0.37266,-0.3144,-0.2453,-0.29618,-0.48911,-0.52032,-0.24622,-0.31164,-0.30898,-0.30529,-0.11827,"Not hit"
